cty_fips,cty,pop_2020,pop_2010,pop_2000,pop_1990,pop_1980,pop_1970,pop_1960,pop_1950,pop_1940,pop_1930,pop_1920,pop_1910,pop_1900
1001,"Autauga County, Alabama",58805,54571,43671,34222,32259,24460,18739,18186,20977,19694,18908,20038,17915
1003,"Baldwin County, Alabama",231767,182265,140415,98280,78556,59382,49088,40997,32324,28289,20730,18178,13194
1005,"Barbour County, Alabama",25223,27457,29038,25417,24756,22543,24700,28892,32722,32425,32067,32728,35152
1007,"Bibb County, Alabama",22293,22915,20826,16576,15723,13812,14357,17987,20155,20780,23144,22791,18498
1009,"Blount County, Alabama",59134,57322,51024,39248,36459,26853,25449,28975,29490,28020,25538,21456,23119
1011,"Bullock County, Alabama",10357,10914,11714,11042,10596,11824,13462,16054,19810,20016,25333,30196,31944
1013,"Butler County, Alabama",19051,20947,21399,21892,21680,22007,24560,29228,32447,30195,29531,29030,25761
1015,"Calhoun County, Alabama",116441,118572,112249,116034,119761,103092,95878,79539,63319,55611,47822,39115,34874
21135,"Lewis County, Kentucky",13080,13870,14092,13029,14545,12355,13115,13520,15686,14315,15829,16887,17868
21137,"Lincoln County, Kentucky",24275,24742,23361,20045,19053,16663,16503,18668,19859,17687,16481,17897,17059
21139,"Livingston County, Kentucky",8888,9519,9804,9062,9219,7596,7029,7184,9127,8608,9732,10627,11354
21141,"Logan County, Kentucky",27432,26835,26573,24416,24138,21793,20896,22335,23345,21875,23633,24977,25994
21143,"Lyon County, Kentucky",8680,8314,8080,6624,6490,5562,5924,6853,9067,8530,8795,9423,9319
21145,"McCracken County, Kentucky",67875,65565,65514,62879,61310,58281,57306,49137,48534,46271,37246,35064,28733
21147,"McCreary County, Kentucky",16888,18306,17080,15603,15634,12548,12463,16660,16451,14627,11676,0,0
21151,"Madison County, Kentucky",92701,82916,70872,57508,53352,42730,33482,31179,28541,27621,26284,26951,25607
21155,"Marion County, Kentucky",19581,19820,18212,16499,17910,16714,16887,17212,16913,15499,15527,16330,16290
21157,"Marshall County, Kentucky",31659,31448,30125,27205,25637,20381,16736,13387,16602,12889,15215,15771,13692
21161,"Mason County, Kentucky",17120,17490,16800,16666,17765,17273,18454,18486,19066,18862,17760,18611,20446
21163,"Meade County, Kentucky",30003,28602,26349,24170,22854,18796,18938,9422,8827,8042,9442,9783,10533
21167,"Mercer County, Kentucky",22641,21331,20817,19148,19011,15960,14596,14643,14629,14471,14795,14063,14426
21169,"Metcalfe County, Kentucky",10286,10099,10037,8963,9484,8177,8367,9851,10853,9373,10075,10453,9988
21173,"Montgomery County, Kentucky",28114,26499,22554,19561,20046,15364,13461,13025,12280,11660,12245,12868,12834
21175,"Morgan County, Kentucky",13726,13923,13948,11648,12103,10019,11056,13624,16827,15130,16518,16259,12792
21179,"Nelson County, Kentucky",46738,43437,37477,29710,27584,23477,22168,19521,18004,16551,16137,16830,16587
21181,"Nicholas County, Kentucky",7537,7135,6813,6725,7157,6508,6677,7532,8617,8571,9894,10601,11952
21185,"Oldham County, Kentucky",67607,60316,46178,33263,27795,14687,13388,11018,10716,7402,7689,7248,7078
21187,"Owen County, Kentucky",11278,10841,10547,9035,8924,7470,8237,9755,10942,10710,12554,14248,17553
21191,"Pendleton County, Kentucky",14644,14877,14390,12036,10989,9949,9968,9610,10392,10876,11719,11985,14947
21195,"Pike County, Kentucky",58669,65024,68736,72583,81123,61059,68264,81154,71122,63267,49477,31679,22686
21197,"Powell County, Kentucky",13129,12613,13237,11686,11101,7704,6674,6812,7671,5800,6745,6268,6443
21201,"Robertson County, Kentucky",2193,2282,2266,2124,2265,2163,2443,2881,3419,3344,3871,4121,4900
21203,"Rockcastle County, Kentucky",16037,17056,16582,14803,13973,12305,12334,13925,17165,15149,15406,14473,12416
21207,"Russell County, Kentucky",17991,17565,16315,14716,13708,10542,11076,13717,13615,11930,11854,10861,9695
21209,"Scott County, Kentucky",57155,47173,33061,23867,21813,17948,15376,15141,14314,14400,15318,16956,18076
21213,"Simpson County, Kentucky",19594,17327,16405,15145,14673,13054,11548,11678,11752,11336,11150,11460,11624
21215,"Spencer County, Kentucky",19490,17061,11766,6801,5929,5488,5680,6157,6757,6606,7785,7567,7406
21219,"Todd County, Kentucky",12243,12460,11971,10940,11874,10823,11364,12890,14234,13520,15694,16488,17371
21223,"Trimble County, Kentucky",8474,8809,8125,6090,6253,5349,5102,5148,5601,5348,6011,6512,7272
21225,"Union County, Kentucky",13668,15007,15637,16557,17821,15882,14537,14893,17411,17053,18040,19886,21326
21229,"Washington County, Kentucky",12027,11717,10916,10441,10764,10728,11168,12777,12965,12623,14773,13940,14182
21231,"Wayne County, Kentucky",19555,20813,19923,17468,17022,14268,14700,16475,17204,15848,16208,17518,14892
21235,"Whitley County, Kentucky",36712,35637,35865,33326,33396,24145,25815,31940,33186,29730,27749,31982,25015
21237,"Wolfe County, Kentucky",6562,7355,7065,6503,6698,5669,6534,7615,9997,8425,8783,9864,8764
23001,"Androscoggin County, Maine",111139,107702,103793,105259,99657,91279,86312,83594,76679,71214,65796,59822,54242
23003,"Aroostook County, Maine",67105,71870,73938,86936,91331,92463,106064,96039,94436,87843,81728,74664,60744
23007,"Franklin County, Maine",29456,30768,29467,29008,27098,22444,20069,20682,19896,19941,19825,19119,18444
23009,"Hancock County, Maine",55478,54418,51791,46948,41781,34590,32293,32105,32422,30721,30361,35575,37241
23013,"Knox County, Maine",40607,39736,39618,36310,32941,29013,28575,28121,27191,27693,26245,28981,30406
23015,"Lincoln County, Maine",35237,34457,33616,30357,25691,20537,18497,18004,16294,15498,15976,18216,19669
23019,"Penobscot County, Maine",152199,153923,144919,146601,137015,125393,126346,108198,97104,92379,87684,85285,76246
23021,"Piscataquis County, Maine",16800,17535,17235,18653,17634,16285,17379,18617,18467,18231,20554,19887,16949
23025,"Somerset County, Maine",50477,52228,50888,49767,45028,40597,39749,39785,38245,39111,37171,36301,33849
23029,"Washington County, Maine",31095,32856,33941,35308,34963,29859,32908,35187,37767,37826,41709,42905,45232
23031,"York County, Maine",211972,197131,186742,164587,139666,111576,99402,93541,82550,72934,70696,68526,64885
27003,"Anoka County, Minnesota",363887,330844,298084,243641,195998,154556,85916,35579,22443,18415,15626,12493,11313
27005,"Becker County, Minnesota",35183,32504,30000,27881,29336,24372,23959,24836,26562,22503,22851,18840,14375
27007,"Beltrami County, Minnesota",46228,44442,39650,34384,30982,26373,23425,24962,26107,20707,27079,19337,11030
27009,"Benton County, Minnesota",41379,38451,34226,30185,25187,20841,17287,15911,16106,15056,14073,11615,9912
27011,"Big Stone County, Minnesota",5166,5269,5820,6285,7716,7941,8954,9607,10447,9838,9766,9367,8731
27013,"Blue Earth County, Minnesota",69112,64013,55941,54044,52314,52322,44385,38327,36203,33847,31477,29337,32263
27015,"Brown County, Minnesota",25912,25893,26911,26984,28645,28887,27676,25895,25544,23428,22421,20134,19787
27017,"Carlton County, Minnesota",36207,35386,31671,29259,29936,28072,27932,24584,24212,21232,19391,17559,10017
27019,"Carver County, Minnesota",106922,91042,70205,47915,37046,28310,21358,18155,17606,16936,16946,17455,17544
27021,"Cass County, Minnesota",30066,28567,27150,21791,21050,17323,16720,19468,20646,15591,15897,11620,7777
27023,"Chippewa County, Minnesota",12598,12441,13088,13228,14941,15109,16320,16739,16927,15762,15720,13458,12499
27025,"Chisago County, Minnesota",56621,53887,41101,30521,25717,17492,13419,12669,13124,13189,14445,13537,13248
47121,"Meigs County, Tennessee",12758,11753,11086,8033,7431,5219,5160,6080,6393,6127,6077,6131,7491
47125,"Montgomery County, Tennessee",220069,172331,134768,100498,83342,62721,55645,44186,33346,30882,32265,33672,36017
47127,"Moore County, Tennessee",6461,6362,5740,4721,4510,3568,3454,3948,4093,4037,4491,4800,5706
47131,"Obion County, Tennessee",30787,31807,32450,31717,32781,29936,26957,29056,30978,29086,28393,29946,28286
47133,"Overton County, Tennessee",22511,22083,20118,17636,17575,14866,14661,17566,18883,18079,17617,15854,13353
47137,"Pickett County, Tennessee",5001,5077,4945,4548,4358,3774,4431,5093,6213,5615,5205,5087,5366
47139,"Polk County, Tennessee",17544,16825,16050,13643,13602,11669,12160,14074,15473,15686,14243,14116,11357
47143,"Rhea County, Tennessee",32870,31809,28400,24344,24235,17202,15863,16041,16353,13871,13812,15410,14318
47145,"Roane County, Tennessee",53404,54181,51910,47227,48425,38881,39133,31665,27795,24477,24624,22860,22738
47149,"Rutherford County, Tennessee",341486,262604,182023,118570,84058,59428,52368,40696,33604,32286,33059,33199,33543
47151,"Scott County, Tennessee",21850,22228,21127,18358,19259,14762,15413,17362,15966,14080,13411,12947,11077
47153,"Sequatchie County, Tennessee",15826,14112,11370,8863,8605,6331,5915,5685,5038,4047,3632,4202,3326
47157,"Shelby County, Tennessee",929744,927644,897472,826330,777113,722014,627019,482393,358250,306482,223216,191439,153557
47159,"Smith County, Tennessee",19904,19166,17712,14143,14935,12509,12059,14098,16148,15473,17134,18548,19026
47163,"Sullivan County, Tennessee",158163,156823,153048,143596,143968,127329,114139,95063,69085,51087,36259,28120,24935
47165,"Sumner County, Tennessee",196281,160645,130449,103281,85790,56106,36217,33533,32719,28622,27708,25621,26072
47169,"Trousdale County, Tennessee",11615,7870,7259,5920,6137,5155,4914,5520,6113,5629,5996,5874,6004
47171,"Unicoi County, Tennessee",17928,18313,17667,16549,16362,15254,15082,15886,14128,12678,10120,7201,5851
47175,"Van Buren County, Tennessee",6168,5548,5508,4846,4728,3758,3671,3985,4090,3516,2624,2784,3126
47177,"Warren County, Tennessee",40953,39839,38276,32992,32653,26972,23102,22271,19764,20209,17306,16534,16410
47181,"Wayne County, Tennessee",16232,17021,16842,13935,13946,12365,11908,13864,13638,12134,12877,12062,12936
47183,"Weakley County, Tennessee",32902,35021,34895,31972,32896,28827,24227,27962,29498,29262,31053,31929,32546
47187,"Williamson County, Tennessee",247726,183182,126638,81021,58108,34330,25267,24307,25220,22845,23409,24213,26429
47189,"Wilson County, Tennessee",147737,113993,88809,67675,56064,36999,27668,26318,25267,23929,26241,25394,27078
49003,"Box Elder County, Utah",57666,49975,42745,36485,33222,28129,25061,19734,18832,17810,18788,13894,10009
49005,"Cache County, Utah",133154,112656,91391,70183,57176,42331,35788,33536,29797,27424,26992,23062,18139
49009,"Daggett County, Utah",935,1059,921,690,769,666,1164,364,564,411,400,0,0
49011,"Davis County, Utah",362679,306479,238994,187941,146540,99028,64760,30867,15784,14021,11450,10191,7996
49015,"Emery County, Utah",9825,10976,10860,10332,11451,5137,5546,6304,7072,7042,7411,6750,4657
49017,"Garfield County, Utah",5083,5172,4735,3980,3673,3157,3577,4151,5253,4642,4768,3660,3400
49019,"Grand County, Utah",9669,9225,8485,6620,8241,6688,6345,1903,2070,1813,1808,1595,1149
49021,"Iron County, Utah",57289,46163,33779,20789,17349,12177,10795,9642,8331,7227,5787,3933,3546
49023,"Juab County, Utah",11786,10246,8238,5817,5530,4574,4597,5981,7392,8605,9871,10702,10082
49025,"Kane County, Utah",7667,7125,6046,5169,4024,2421,2667,2299,2561,2235,2054,1652,1811
49027,"Millard County, Utah",12975,12503,12405,11333,8970,6988,7866,9387,9613,9945,9659,6118,5678
49029,"Morgan County, Utah",12295,9469,7129,5528,4917,3983,2837,2519,2611,2536,2542,2467,2045
49031,"Piute County, Utah",1438,1556,1435,1277,1329,1164,1436,1911,2203,1956,2770,1734,1954
49033,"Rich County, Utah",2510,2264,1961,1725,2100,1615,1685,1673,2028,1873,1890,1883,1946
49035,"Salt Lake County, Utah",1185238,1029655,898387,725956,619066,458607,383035,274895,211623,194102,159282,131426,77725
49037,"San Juan County, Utah",14518,14746,14413,12621,12253,9606,9040,5315,4712,3496,3379,2377,1023
49039,"Sanpete County, Utah",28437,27822,22763,16259,14620,10976,11053,13891,16063,16022,17505,16704,16313
49041,"Sevier County, Utah",21522,20802,18842,15431,14727,10103,10565,12072,12112,11199,11281,9775,8451
49043,"Summit County, Utah",42357,36324,29736,15518,10198,5879,5673,6745,8714,9527,7862,8200,9439
49045,"Tooele County, Utah",72698,58218,40735,26601,26033,21545,17868,14636,9133,9413,7965,7924,7361
49047,"Uintah County, Utah",35620,32588,25224,22211,20506,12684,11582,10300,9898,9035,8470,7050,6458
49049,"Utah County, Utah",659399,516564,368536,263590,218106,137776,106991,81912,57382,49021,40792,37942,32456
49051,"Wasatch County, Utah",34788,23530,15215,10089,8523,5863,5308,5574,5754,5636,4625,8920,4736
49053,"Washington County, Utah",180279,138115,90354,48560,26065,13669,10271,9836,9269,7420,6764,5123,4612
49055,"Wayne County, Utah",2486,2778,2509,2177,1911,1483,1728,2205,2394,2067,2097,1749,1907
49057,"Weber County, Utah",262223,231236,196533,158330,144616,126278,110744,83319,56714,52172,43463,35179,25239
50003,"Bennington County, Vermont",37347,37125,36994,35845,33345,29282,25088,24115,22286,21655,21577,21378,21705
50005,"Caledonia County, Vermont",30233,31227,29702,27846,25808,22789,22786,24049,24320,27253,25762,26031,24381
50009,"Essex County, Vermont",5920,6306,6459,6405,6313,5416,6083,6257,6490,7067,7364,7384,8056
50011,"Franklin County, Vermont",49946,47746,45417,39980,34788,31282,29474,29894,29601,29975,30026,29866,30198
50015,"Lamoille County, Vermont",25945,24475,23233,19735,16767,13309,11027,11388,11028,10947,11858,12585,12289
50017,"Orange County, Vermont",29277,28936,28226,26149,22739,17676,16014,17027,17048,16694,17279,18703,19313
50021,"Rutland County, Vermont",60572,61642,63400,62142,58347,52637,46719,45905,45638,48453,46213,48139,44209
50023,"Washington County, Vermont",59807,59534,58039,54928,52393,47659,42860,42870,41546,41733,38921,41702,36607
50027,"Windsor County, Vermont",57753,56670,57418,54055,51030,44082,42483,40885,37862,37416,36984,33681,32225
51001,"Accomack County, Virginia",33413,33164,38305,31703,31268,29004,30635,33832,33030,35854,34795,36650,32570
27165,"Watonwan County, Minnesota",11253,11211,11876,11682,12361,13298,14460,13881,13902,12802,12457,11382,11496
29037,"Cass County, Missouri",107824,99478,82092,63808,51029,39448,29702,19325,19534,20962,21536,22973,23636
29043,"Christian County, Missouri",88842,77422,54285,32644,22402,15124,12359,12412,13538,13169,15252,15832,16939
29049,"Clinton County, Missouri",21184,20743,18979,16595,15916,12462,11588,11726,13261,13505,14461,15297,17363
29055,"Crawford County, Missouri",23056,24696,22804,19173,18300,14828,12647,11615,12693,11287,12355,13576,12959
29061,"Daviess County, Missouri",8430,8433,8016,7865,8905,8420,9502,11180,13398,14424,16641,17605,21325
29067,"Douglas County, Missouri",11578,13684,13084,11876,11594,9268,9653,12638,15600,13959,15436,16664,16802
29073,"Gasconade County, Missouri",14794,15222,15342,14006,13181,11878,12195,12342,12414,12172,12381,12847,12298
29079,"Grundy County, Missouri",9808,10261,10432,10536,11959,11819,12220,13220,15716,16135,17554,16744,17832
29085,"Hickory County, Missouri",8279,9627,8940,7335,6367,4481,4516,5387,6506,6430,7033,8741,9985
29091,"Howell County, Missouri",39750,40400,37238,31447,28807,23521,22027,22725,22270,19672,21102,21065,21834
29097,"Jasper County, Missouri",122761,117404,104686,90465,86958,79852,78863,79106,78705,73810,75941,89673,84018
29101,"Johnson County, Missouri",54013,52595,48258,42514,39059,34172,28981,20716,21617,22413,24899,26297,27843
29107,"Lafayette County, Missouri",32984,33381,32960,31107,29925,26626,25274,25272,27856,29259,30006,30154,31679
29113,"Lincoln County, Missouri",59574,52566,38944,28892,22193,18041,14783,13478,14395,13929,15956,17033,18352
29119,"McDonald County, Missouri",23303,23083,21681,16938,14917,12357,11798,14144,15749,13936,14690,13539,13574
29125,"Maries County, Missouri",8432,9176,8903,7976,7551,6851,7282,7423,8638,8368,9500,10088,9616
29131,"Miller County, Missouri",24722,24748,23564,20700,18532,15026,13800,13734,14798,16728,15567,16717,15187
29137,"Monroe County, Missouri",8666,8840,9311,9104,9716,9542,10688,11314,13195,13466,16414,18304,19716
29143,"New Madrid County, Missouri",16434,18956,19760,20928,22945,23420,31350,39444,39787,30262,25180,19488,11280
29149,"Oregon County, Missouri",8635,10881,10344,9470,10238,9180,9845,11978,13390,12220,12889,14681,13906
29155,"Pemiscot County, Missouri",15661,18296,20047,21921,24987,26373,38095,45624,46857,37284,26634,19559,12115
29203,"Shannon County, Missouri",7031,8441,8324,7613,7885,7196,7087,8377,11831,10894,11865,11443,11247
29209,"Stone County, Missouri",31076,32202,28658,19078,15587,9921,8176,9748,11298,11614,11941,11559,9892
29215,"Texas County, Missouri",24487,26008,23003,21476,21070,18320,17758,18992,19813,18580,20548,21458,22192
29221,"Washington County, Missouri",23514,25195,23344,20380,17983,15086,14346,14689,17492,14450,13803,13378,14263
29227,"Worth County, Missouri",1973,2171,2382,2440,3008,3359,3936,5120,6345,6535,7642,8007,9832
29510,"St. Louis city, Missouri",301578,319294,348189,396685,453085,622236,750026,856796,816048,821960,772897,687029,575238
12005,"Bay County, Florida",175216,168852,148217,126994,97740,75283,67131,42689,20686,12091,11407,0,0
12011,"Broward County, Florida",1944375,1748066,1623018,1255488,1018200,620100,333946,83933,39794,20094,5135,0,0
12017,"Citrus County, Florida",153843,141236,118085,93515,54703,19196,9268,6111,5846,5516,5220,6731,5391
12023,"Columbia County, Florida",69698,67531,56513,42613,35399,25250,20077,18216,16859,14638,14290,17689,17094
12031,"Duval County, Florida",995567,864263,778879,672971,571003,528865,455411,304029,210143,155503,113540,75163,39733
12037,"Franklin County, Florida",12451,11549,11057,8967,7661,7065,6576,5814,5991,6283,5318,5201,4890
12043,"Glades County, Florida",12126,12884,10576,7591,5992,3669,2950,2199,2745,2762,0,0,0
12049,"Hardee County, Florida",25327,27731,26938,19499,19379,14889,12370,10073,10158,10348,0,0,0
12055,"Highlands County, Florida",101235,98786,87366,68432,47526,29507,21338,13636,9246,9192,0,0,0
12061,"Indian River County, Florida",159788,138028,112947,90208,59896,35992,25309,11872,8957,6724,0,0,0
12067,"Lafayette County, Florida",8226,8870,7022,5578,4035,2892,2889,3440,4405,4361,6242,6710,4987
12073,"Leon County, Florida",292198,275487,239452,192493,148655,103047,74225,51590,31646,23476,18059,19427,19887
12077,"Liberty County, Florida",7974,8365,7021,5569,4260,3379,3138,3182,3752,4067,5006,4700,2956
12083,"Marion County, Florida",375908,331298,258916,194833,122488,69030,51616,38187,31243,29578,23968,26941,24403
12087,"Monroe County, Florida",82874,73090,79589,78024,63188,52586,47921,29957,14078,13624,19550,21563,18006
12093,"Okeechobee County, Florida",39644,39996,35910,29627,20264,11233,6424,3454,3000,4129,2132,0,0
31005,"Arthur County, Nebraska",434,460,444,462,513,606,680,803,1045,1344,1412,0,0
31011,"Boone County, Nebraska",5379,5505,6259,6667,7391,8190,9134,10721,12127,14738,14146,13145,11689
31017,"Brown County, Nebraska",2903,3145,3525,3657,4377,4021,4436,5164,5962,5772,6749,6083,3470
31023,"Butler County, Nebraska",8369,8395,8767,8601,9330,9461,10312,11432,13106,14410,14606,15403,15703
27159,"Wadena County, Minnesota",14065,13843,13713,13154,14192,12412,12199,12806,12772,10990,10699,8652,7921
31029,"Chase County, Nebraska",3893,3966,4068,4381,4758,4129,4317,5176,5310,5484,4939,3613,2559
31035,"Clay County, Nebraska",6104,6542,7039,7123,8106,8266,8717,8700,10445,13571,14486,15729,15735
31039,"Cuming County, Nebraska",9013,9139,10203,10117,11664,12034,12435,12994,13562,14327,13769,13782,14584
31045,"Dawes County, Nebraska",8199,9182,9060,9021,9609,9693,9536,9708,10128,11493,10160,8254,6215
31051,"Dixon County, Nebraska",5606,6000,6339,6143,7137,7453,8106,9129,10413,11586,11815,11477,10535
31057,"Dundy County, Nebraska",1654,2008,2292,2582,2861,2926,3570,4354,5122,5610,4869,4098,2434
31063,"Frontier County, Nebraska",2519,2756,3099,3101,3647,3982,4311,5282,6417,8114,8540,8572,8781
31069,"Garden County, Nebraska",1874,2057,2292,2460,2802,2929,3472,4114,4680,5099,4572,3538,0
31075,"Grant County, Nebraska",611,614,747,769,877,1019,1009,1057,1327,1427,1486,1097,763
31081,"Hamilton County, Nebraska",9429,9124,9403,8862,9301,8867,8714,8778,9982,12159,13237,13459,13330
1019,"Cherokee County, Alabama",24971,25989,23988,19543,18760,15606,16303,17634,19928,20219,20862,20226,21096
1021,"Chilton County, Alabama",45014,43643,39593,32458,30612,25180,25693,26922,27955,24579,22770,23187,16522
1023,"Choctaw County, Alabama",12665,13859,15922,16018,16839,16589,17870,19152,20195,20513,20753,18483,18136
1025,"Clarke County, Alabama",23087,25833,27867,27240,27702,26724,25738,26548,27636,26016,26409,30987,27790
1027,"Clay County, Alabama",14236,13932,14254,13252,13703,12636,12400,13929,16907,17768,22645,21006,17099
1029,"Cleburne County, Alabama",15056,14972,14123,12730,12595,10996,10911,11904,13629,12877,13360,13385,13206
1031,"Coffee County, Alabama",53465,49948,43615,40240,38533,34872,30583,30720,31987,32556,30070,26119,20972
1033,"Colbert County, Alabama",57227,54428,54984,51666,54519,49632,46506,39561,34093,29860,31997,24802,22341
1035,"Conecuh County, Alabama",11597,13228,14089,14054,15884,15645,17762,21776,25489,25429,24593,21433,17514
1037,"Coosa County, Alabama",10387,11539,12202,11063,11377,10662,10726,11766,13460,12460,14839,16634,16144
1041,"Crenshaw County, Alabama",13194,13906,13665,13635,14110,13188,14909,18981,23631,23656,23017,23313,19668
1043,"Cullman County, Alabama",87866,80406,77483,67613,61642,52445,45572,49046,47343,41051,33034,28321,17849
1047,"Dallas County, Alabama",38462,43820,46365,48130,53981,55296,56667,56270,55245,55094,54697,53401,54657
1049,"DeKalb County, Alabama",71608,71109,64452,54651,53658,41981,41417,45048,43075,40104,34426,28261,23558
1053,"Escambia County, Alabama",36757,38319,38440,35518,38440,34906,33511,31443,30671,27963,22464,18889,11320
1055,"Etowah County, Alabama",103436,104430,103459,99840,103057,94144,96980,93892,72580,63399,47275,39109,27361
1059,"Franklin County, Alabama",32113,31704,31223,27814,28350,23933,21988,25705,27552,25372,22011,19369,16511
1063,"Greene County, Alabama",7730,9045,9974,10153,11021,10650,13600,16482,19185,19745,18133,22717,24182
1065,"Hale County, Alabama",14785,15760,17185,15498,15604,15888,19537,20832,25533,26265,24289,27883,31011
1069,"Houston County, Alabama",107202,101547,88787,81331,74632,56574,50718,46522,45665,45935,37334,32414,0
1071,"Jackson County, Alabama",52579,53227,53926,47796,51407,39202,36681,38998,41802,36881,35864,32918,30508
1075,"Lamar County, Alabama",13972,14564,15904,15715,16453,14335,14271,16441,19708,18001,18149,17487,16084
1077,"Lauderdale County, Alabama",93564,92709,87966,79661,80546,68111,61622,54179,46230,41130,39556,30936,26559
1081,"Lee County, Alabama",174241,140247,115092,87146,76283,61268,49754,45073,36455,36063,32821,32867,31826
1085,"Lowndes County, Alabama",10311,11299,13473,12658,13253,12897,15417,18018,22661,22878,25406,31894,35651
1087,"Macon County, Alabama",19532,21452,24105,24928,26829,24841,26717,30561,27654,27103,23561,26049,23126
1091,"Marengo County, Alabama",19323,21027,22539,23084,25047,23819,27098,29494,35736,36426,36065,39923,38315
1093,"Marion County, Alabama",29341,30776,31214,29830,30041,23788,21837,27264,28776,25967,22008,17495,14494
1097,"Mobile County, Alabama",414809,412992,399843,378643,364980,317308,314301,231105,141974,118363,100117,80854,62740
1099,"Monroe County, Alabama",19772,23068,24324,23968,22651,20883,22372,25732,29465,30070,28884,27155,23666
1103,"Morgan County, Alabama",123421,119490,111064,100043,90231,77306,60454,52924,48148,46176,40196,33781,28820
1107,"Pickens County, Alabama",19123,19746,20949,20699,21481,20326,21882,24349,27671,24902,25353,25055,24402
1109,"Pike County, Alabama",33009,32899,29605,27595,28050,25038,25987,30608,32493,32240,31631,30815,29172
1113,"Russell County, Alabama",59183,52947,49756,46860,47356,45394,46351,40364,35775,27377,27448,25937,27083
1115,"St. Clair County, Alabama",91103,83593,64742,50009,41205,27956,25388,26687,27336,24510,23383,20715,19425
1119,"Sumter County, Alabama",12345,13763,14798,16174,16908,16974,20041,23610,27321,26929,25569,28699,32710
1123,"Tallapoosa County, Alabama",41311,41616,41475,38826,38676,33840,35007,35074,35270,31188,29744,31034,29675
1125,"Tuscaloosa County, Alabama",227036,194656,164875,150522,137541,116029,109047,94092,76036,64153,53680,47559,36147
1129,"Washington County, Alabama",15388,17581,18097,16694,16821,16241,15372,15612,16188,16365,14279,14454,11134
1131,"Wilcox County, Alabama",10600,11670,13183,13568,14755,16303,18739,23476,26279,24880,31080,33810,35631
6001,"Alameda County, California",1682353,1510271,1443741,1279182,1105379,1073184,908209,740315,513011,474883,344177,246131,130197
6003,"Alpine County, California",1204,1175,1208,1113,1097,484,397,241,323,241,243,309,509
6007,"Butte County, California",211632,220000,203171,182120,143851,101969,82030,64930,42840,34093,30030,27301,17117
6011,"Colusa County, California",21839,21419,18804,16275,12791,12430,12075,11651,9788,10258,9290,7732,7364
6013,"Contra Costa County, California",1165927,1049025,948816,803732,656380,558389,409030,298984,100450,78608,53889,31674,18046
6017,"El Dorado County, California",191185,181058,156299,125995,85812,43833,29390,16207,13229,8325,6426,7492,8986
6019,"Fresno County, California",1008654,930450,799407,667490,514621,413053,365945,276515,178565,144379,128779,75657,37862
1017,"Chambers County, Alabama",34772,34215,36583,36876,39191,36356,37828,39528,42146,39313,41201,36056,32554
6023,"Humboldt County, California",136463,134623,126518,119118,108514,99692,104892,69241,45812,43233,37413,33857,27104
6025,"Imperial County, California",179702,174528,142361,109303,92110,74492,72105,62975,59740,60903,43453,13591,0
6029,"Kern County, California",909235,839631,661645,543477,403089,329162,291984,228309,135124,82570,54843,37715,16480
6031,"Kings County, California",152486,152982,129461,101469,73738,64610,49954,46768,35168,25385,22031,16230,9871
6035,"Lassen County, California",32730,34895,33828,27598,21661,14960,13597,18474,14479,12589,8507,4802,4511
6039,"Madera County, California",156255,150865,123109,88090,63116,41519,40468,36964,23314,17164,12203,8368,6364
6041,"Marin County, California",262321,252409,247289,230096,222568,206038,146820,85619,52907,41648,27342,25114,15702
6043,"Mariposa County, California",17131,18251,17130,14302,11108,6015,5064,5145,5605,3233,2775,3956,4720
6045,"Mendocino County, California",91601,87841,86265,80345,66738,51101,51059,40854,27864,23505,24116,23929,20465
6047,"Merced County, California",281202,255793,210554,178403,134560,104629,90446,69780,46988,36748,24579,15148,9215
6049,"Modoc County, California",8700,9686,9449,9678,8610,7469,8308,9678,8713,8038,5425,6191,5076
27027,"Clay County, Minnesota",65318,58999,51229,50422,49327,46585,39080,30363,25337,23120,21780,19640,17942
27029,"Clearwater County, Minnesota",8524,8695,8423,8309,8761,8013,8864,10204,11153,9546,8569,6870,0
27031,"Cook County, Minnesota",5600,5176,5168,3868,4092,3423,3377,2900,3030,2435,1841,1336,810
27033,"Cottonwood County, Minnesota",11517,11687,12167,12694,14854,14887,16166,15763,16143,14782,14570,12651,12069
27035,"Crow Wing County, Minnesota",66123,62500,55099,44249,41722,34826,32134,30875,30226,25627,24566,16861,14250
27037,"Dakota County, Minnesota",439882,398552,355904,275227,194279,139808,78303,49019,39660,34592,28967,25171,21733
27039,"Dodge County, Minnesota",20867,20087,17731,15731,14773,13037,13259,12624,12931,12127,12552,12094,13340
27041,"Douglas County, Minnesota",39006,36009,32821,28674,27839,22892,21313,21304,20369,18813,19039,17669,17964
27043,"Faribault County, Minnesota",13921,14553,16181,16937,19714,20896,23685,23879,23941,21642,20998,19949,22055
27045,"Fillmore County, Minnesota",21228,20866,21122,20777,21930,21916,23768,24465,25830,24748,25330,25680,28238
27049,"Goodhue County, Minnesota",47582,46183,44127,40690,38749,34763,33035,32118,31564,31317,30799,31637,31137
27051,"Grant County, Minnesota",6074,6018,6289,6246,7171,7462,8870,9542,9828,9558,9788,9114,8935
27055,"Houston County, Minnesota",18843,19027,19718,18497,18382,17556,16588,14435,14735,13845,14013,14297,15400
